id,calendartype,createdby,createddate,modifiedby,modifieddate,corporateofficehourenddate,corporateofficehourid,corporateofficehourname,corporateofficehourphotourl,corporateofficehourstartdate,corporateofficehourstatus,corporateofficehourtype,daytype,esid
413,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:05,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708359007,OFF SUNDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFF OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:45"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-007"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SUNDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:35"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913661644"",""essubcoID"":""SUBCO-160491366164501"",""esname"":""Bank Artha Graha Pemuda Medan (KCI)""}"
414,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:00,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708306001,NORMAL MONDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""MONDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:16:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913729109"",""essubcoID"":""SUBCO-160491372910909"",""esname"":""Bank Artha Graha Sutomo Medan (KCP)""}"
415,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:01,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708306002,NORMAL TUESDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""TUESDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:17:19"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913729109"",""essubcoID"":""SUBCO-160491372910909"",""esname"":""Bank Artha Graha Sutomo Medan (KCP)""}"
416,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:02,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708306003,NORMAL WEDNESDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-003"",""bizparStatus"":""ACTIVE"",""bizparValue"":""WEDNESDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:17:29"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913729109"",""essubcoID"":""SUBCO-160491372910909"",""esname"":""Bank Artha Graha Sutomo Medan (KCP)""}"
417,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:03,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708306004,NORMAL THURDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-004"",""bizparStatus"":""ACTIVE"",""bizparValue"":""THURSDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:06"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913729109"",""essubcoID"":""SUBCO-160491372910909"",""esname"":""Bank Artha Graha Sutomo Medan (KCP)""}"
418,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:04,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708306005,NORMAL FRIDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-005"",""bizparStatus"":""ACTIVE"",""bizparValue"":""FRIDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:14"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913729109"",""essubcoID"":""SUBCO-160491372910909"",""esname"":""Bank Artha Graha Sutomo Medan (KCP)""}"
419,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:04,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708306006,OFF SATURDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFF OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:45"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-006"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SATURDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:25"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913729109"",""essubcoID"":""SUBCO-160491372910909"",""esname"":""Bank Artha Graha Sutomo Medan (KCP)""}"
420,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:05,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708306007,OFF SUNDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFF OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:45"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-007"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SUNDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:35"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913729109"",""essubcoID"":""SUBCO-160491372910909"",""esname"":""Bank Artha Graha Sutomo Medan (KCP)""}"
421,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:00,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708361001,NORMAL MONDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""MONDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:16:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913804470"",""essubcoID"":""SUBCO-160491380447024"",""esname"":""Bank Artha Graha Cemara Asri Medan (KCP)""}"
422,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:01,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708361002,NORMAL TUESDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""TUESDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:17:19"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913804470"",""essubcoID"":""SUBCO-160491380447024"",""esname"":""Bank Artha Graha Cemara Asri Medan (KCP)""}"
423,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:02,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708361003,NORMAL WEDNESDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-003"",""bizparStatus"":""ACTIVE"",""bizparValue"":""WEDNESDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:17:29"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913804470"",""essubcoID"":""SUBCO-160491380447024"",""esname"":""Bank Artha Graha Cemara Asri Medan (KCP)""}"
424,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:03,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708361004,NORMAL THURDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-004"",""bizparStatus"":""ACTIVE"",""bizparValue"":""THURSDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:06"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913804470"",""essubcoID"":""SUBCO-160491380447024"",""esname"":""Bank Artha Graha Cemara Asri Medan (KCP)""}"
425,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:04,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708361005,NORMAL FRIDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-005"",""bizparStatus"":""ACTIVE"",""bizparValue"":""FRIDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:14"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913804470"",""essubcoID"":""SUBCO-160491380447024"",""esname"":""Bank Artha Graha Cemara Asri Medan (KCP)""}"
426,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:04,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708361006,OFF SATURDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFF OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:45"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-006"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SATURDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:25"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913804470"",""essubcoID"":""SUBCO-160491380447024"",""esname"":""Bank Artha Graha Cemara Asri Medan (KCP)""}"
427,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:05,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708361007,OFF SUNDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFF OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:45"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-007"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SUNDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:35"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913804470"",""essubcoID"":""SUBCO-160491380447024"",""esname"":""Bank Artha Graha Cemara Asri Medan (KCP)""}"
428,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:00,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708362001,NORMAL MONDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""MONDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:16:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913895168"",""essubcoID"":""SUBCO-160491389516855"",""esname"":""Bank Artha Graha Sam Ratulangi Manado (KCI)""}"
429,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:01,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708362002,NORMAL TUESDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""TUESDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:17:19"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913895168"",""essubcoID"":""SUBCO-160491389516855"",""esname"":""Bank Artha Graha Sam Ratulangi Manado (KCI)""}"
430,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:02,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708362003,NORMAL WEDNESDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-003"",""bizparStatus"":""ACTIVE"",""bizparValue"":""WEDNESDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:17:29"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913895168"",""essubcoID"":""SUBCO-160491389516855"",""esname"":""Bank Artha Graha Sam Ratulangi Manado (KCI)""}"
431,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:03,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708362004,NORMAL THURDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-004"",""bizparStatus"":""ACTIVE"",""bizparValue"":""THURSDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:06"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913895168"",""essubcoID"":""SUBCO-160491389516855"",""esname"":""Bank Artha Graha Sam Ratulangi Manado (KCI)""}"
432,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:04,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708362005,NORMAL FRIDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:51"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-005"",""bizparStatus"":""ACTIVE"",""bizparValue"":""FRIDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:14"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913895168"",""essubcoID"":""SUBCO-160491389516855"",""esname"":""Bank Artha Graha Sam Ratulangi Manado (KCI)""}"
433,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:04,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708362006,OFF SATURDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFF OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:45"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-006"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SATURDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:25"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913895168"",""essubcoID"":""SUBCO-160491389516855"",""esname"":""Bank Artha Graha Sam Ratulangi Manado (KCI)""}"
434,"{""bizparKey"":""CALTYP-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""GREGORIAN"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:20:07"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CALENDAR_TYPE""}",EMP-095679,11/30/2020 11:05,EMP-095679,,11/30/2020 16:30,COPOFFHOU-1606708362007,OFF SUNDAY,,11/30/2020 8:00,ACTIVE,"{""bizparKey"":""OFHOTY-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""OFF OFFICE HOUR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:21:45"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""OFFICE_HOUR_TYPE""}","{""bizparKey"":""DAY-007"",""bizparStatus"":""ACTIVE"",""bizparValue"":""SUNDAY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""23-08-2019 09:19:35"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""DAY_TYPE""}","{""esid"":""ES-1604913895168"",""essubcoID"":""SUBCO-160491389516855"",""esname"":""Bank Artha Graha Sam Ratulangi Manado (KCI)""}"
