ouCNBTPLID,ouCNCTPLID,ouIPPTPLID,ouTaxTPLID,laneType,oUGrade,oUHashChild,oUID,oUJobDescription,oULevel,oUParentID,oUPayrollTaxTPLID,oUPosition
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793761324,GRADE-002;	2153000-5418000	;FAC-1603793761324,GRADE-003;	2369000-5961000	;FAC-1603793761324,GRADE-004;	5167000-10334000	;FAC-1603793761324,GRADE-005;	6718000-13346000	;FAC-1603793761324,GRADE-006;	8734000-17466000	;FAC-1603793761324,GRADE-007;	11355000-22710000	;FAC-1603793761324,GRADE-008;	14762000-29524000	;FAC-1603793761324,GRADE-009;	19191000-38382000	;FAC-1603793761324,GRADE-010;	25908000-51816000	;FAC-1603793761324,GRADE-011;	34976000-69525000	;FAC-1603793761324,GRADE-012;	47218000-69952000	;FAC-1603793761324,GRADE-013;	47218000-69952000	;FAC-1603793761324,GRADE-014;	1957000-4925000	;FAC-1603793761324",TRUE,OUID-KOMUT10001,Komisaris Utama                                   ,LVL-000,NULL,PAY-1580288169116,LVL-000-KOMUT
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-STSDP10292,Staff Sentra Deposito & Pinjaman ,LVL-006,OUID-EOSDP10290,PAY-1580288169116,LVL-006-STSDP
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SOKTTD10293,Senior Officer KTTD,LVL-005,OUID-EOSDP10290,PAY-1580288169116,LVL-005-SOKTTD
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-STKTT10294,Staff KTTD,LVL-006,OUID-EOSDP10290,PAY-1580288169116,LVL-006-STKTT
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SOPSOS10295,Senior Officer Pembinaan Sentra Ops 1,LVL-005,OUID-EOSDP10290,PAY-1580288169116,LVL-005-SOPSOS
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-STPSO110296,Staff Pembinaan Sentra Ops 1,LVL-006,OUID-EOSDP10290,PAY-1580288169116,LVL-006-STPSO1
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SODPS10297,Senior Officer Deposito,LVL-005,OUID-EOSDP10290,PAY-1580288169116,LVL-005-SODPS
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-STDEP10298,Staff Deposito,LVL-006,OUID-EOSDP10290,PAY-1580288169116,LVL-006-STDEP
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SOPNJM10299,Senior Officer Pinjaman ,LVL-005,OUID-EOSDP10290,PAY-1580288169116,LVL-005-SOPNJM
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-STPIN10300,Staff Pinjaman ,LVL-006,OUID-EOSDP10290,PAY-1580288169116,LVL-006-STPIN
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603778861841,GRADE-002;	2153000-5418000	;FAC-1603778861841,GRADE-003;	2369000-5961000	;FAC-1603778861841,GRADE-004;	5167000-10334000	;FAC-1603778861841,GRADE-005;	6718000-13346000	;FAC-1603778861841,GRADE-006;	8734000-17466000	;FAC-1603778861841,GRADE-007;	11355000-22710000	;FAC-1603778861841,GRADE-008;	14762000-29524000	;FAC-1603778861841,GRADE-009;	19191000-38382000	;FAC-1603778861841,GRADE-010;	25908000-51816000	;FAC-1603778861841,GRADE-011;	34976000-69525000	;FAC-1603778861841,GRADE-012;	47218000-69952000	;FAC-1603778861841,GRADE-013;	47218000-69952000	;FAC-1603778861841,GRADE-014;	1957000-4925000	;FAC-1603778861841",TRUE,OUID-EOSRQ10301,Executive Officer Service Quality,LVL-004,OUID-DDOPR10266,PAY-1580288169116,LVL-004-EOSRQ
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SOSQUA10302,Senior Officer Service Quality,LVL-005,OUID-EOSRQ10301,PAY-1580288169116,LVL-005-SOSQUA
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-STSQL10303,Staff Service Quality,LVL-006,OUID-EOSRQ10301,PAY-1580288169116,LVL-006-STSQL
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603778861841,GRADE-002;	2153000-5418000	;FAC-1603778861841,GRADE-003;	2369000-5961000	;FAC-1603778861841,GRADE-004;	5167000-10334000	;FAC-1603778861841,GRADE-005;	6718000-13346000	;FAC-1603778861841,GRADE-006;	8734000-17466000	;FAC-1603778861841,GRADE-007;	11355000-22710000	;FAC-1603778861841,GRADE-008;	14762000-29524000	;FAC-1603778861841,GRADE-009;	19191000-38382000	;FAC-1603778861841,GRADE-010;	25908000-51816000	;FAC-1603778861841,GRADE-011;	34976000-69525000	;FAC-1603778861841,GRADE-012;	47218000-69952000	;FAC-1603778861841,GRADE-013;	47218000-69952000	;FAC-1603778861841,GRADE-014;	1957000-4925000	;FAC-1603778861841",TRUE,OUID-EOSOC10304,Executive Officer Sentra Operasi Cabang,LVL-004,OUID-DDOPR10266,PAY-1580288169116,LVL-004-EOSOC
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SOSOA10305,Senior Officer Umum & Perijinan,LVL-005,OUID-EOSOC10304,PAY-1580288169116,LVL-005-SOSOA
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SUPUM10306,Supervisor Umum ,LVL-006,OUID-EOSOC10304,PAY-1580288169116,LVL-006-SUPUM
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-STUMM10307,Staff Umum,LVL-006,OUID-EOSOC10304,PAY-1580288169116,LVL-006-STUMM
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SOSOB10308,Senior Officer Pelaporan & Pembukuan,LVL-005,OUID-EOSOC10304,PAY-1580288169116,LVL-005-SOSOB
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SOSPOC10309,Supervisor Pelaporan,LVL-006,OUID-EOSOC10304,PAY-1580288169116,LVL-006-SOSPOC
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-STPLP10310,Staff Pelaporan ,LVL-006,OUID-EOSOC10304,PAY-1580288169116,LVL-006-STPLP
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SOSOC10311,Senior Officer SKN & RTGS Sentra,LVL-005,OUID-EOSOC10304,PAY-1580288169116,LVL-005-SOSOC
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SUPRTG10312,Supervisor SKN & RTGS Sentra,LVL-006,OUID-EOSOC10304,PAY-1580288169116,LVL-006-SUPRTG
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SSRTS10313,Staff SKN & RTGS Sentra,LVL-006,OUID-EOSOC10304,PAY-1580288169116,LVL-006-SSRTS
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-STKLR10314,Staff Kliring,LVL-006,OUID-EOSOC10304,PAY-1580288169116,LVL-006-STKLR
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-STPMS10315,Staff Pembinaan Sentra,LVL-006,OUID-EOSOC10304,PAY-1580288169116,LVL-006-STPMS
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603794365984,GRADE-002;	2153000-5418000	;FAC-1603794365984,GRADE-003;	2369000-5961000	;FAC-1603794365984,GRADE-004;	5167000-10334000	;FAC-1603794365984,GRADE-005;	6718000-13346000	;FAC-1603794365984,GRADE-006;	8734000-17466000	;FAC-1603794365984,GRADE-007;	11355000-22710000	;FAC-1603794365984,GRADE-008;	14762000-29524000	;FAC-1603794365984,GRADE-009;	19191000-38382000	;FAC-1603794365984,GRADE-010;	25908000-51816000	;FAC-1603794365984,GRADE-011;	34976000-69525000	;FAC-1603794365984,GRADE-012;	47218000-69952000	;FAC-1603794365984,GRADE-013;	47218000-69952000	;FAC-1603794365984,GRADE-014;	1957000-4925000	;FAC-1603794365984",TRUE,OUID-SOSOF10316,Senior Officer Sentra Operasi Bandung,LVL-005,OUID-EOSOC10304,PAY-1580288169116,LVL-005-SOSOF
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-SUPBD10317,Supervisor Umum & Pelaporan Bandung,LVL-006,OUID-EOSOC10304,PAY-1580288169116,LVL-006-SUPBD
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,"GRADE-001;	1957000-4925000	;FAC-1603793792694,GRADE-002;	2153000-5418000	;FAC-1603793792694,GRADE-003;	2369000-5961000	;FAC-1603793792694,GRADE-004;	5167000-10334000	;FAC-1603793792694,GRADE-005;	6718000-13346000	;FAC-1603793792694,GRADE-006;	8734000-17466000	;FAC-1603793792694,GRADE-007;	11355000-22710000	;FAC-1603793792694,GRADE-008;	14762000-29524000	;FAC-1603793792694,GRADE-009;	19191000-38382000	;FAC-1603793792694,GRADE-010;	25908000-51816000	;FAC-1603793792694,GRADE-011;	34976000-69525000	;FAC-1603793792694,GRADE-012;	47218000-69952000	;FAC-1603793792694,GRADE-013;	47218000-69952000	;FAC-1603793792694,GRADE-014;	1957000-4925000	;FAC-1603793792694",TRUE,OUID-STSOB10318,Staff Sentra Operasi Bandung,LVL-006,OUID-EOSOC10304,PAY-1580288169116,LVL-006-STSOB
