ouCNBTPLID,ouCNCTPLID,ouIPPTPLID,ouTaxTPLID,laneType,directorat,subdirectorat,oUGrade,oUHashChild,oUID,oUJobDescription,oULevel,oUParentID,oUPayrollTaxTPLID,oUPosition
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0005,CD-018,CD-018-SDKOM,"GRADE-014;3283000-4925000;FAC-1603793761324,GRADE-001;3283000-4925000;FAC-1603793761324,GRADE-002;3612000-5418000;FAC-1603793761324,GRADE-003;3974000-5961000;FAC-1603793761324,GRADE-004;5167000-10334000;FAC-1603793761324,GRADE-005;6718000-13346000;FAC-1603793761324,GRADE-006;8734000-17466000;FAC-1603793761324,GRADE-007;11355000-22710000;FAC-1603793761324,GRADE-008;14762000-29524000;FAC-1603793761324,GRADE-009;19191000-38382000;FAC-1603793761324,GRADE-010;25908000-51816000;FAC-1603793761324,GRADE-011;34976000-69525000;FAC-1603793761324,GRADE-012;47218000-94436000;FAC-1603793761324,GRADE-013;47218000-94436000;FAC-1603793761324",TRUE,OUID-KOMUT10001,Komisaris Utama,LVL-000,NULL,PAY-1580288169116,LVL-000-KOMUT
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-011,CD-011-SDSOP,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-STSSOG10289,Staff Sentra Operasi Palembang,LVL-006,OUID-EOSSOP10237,PAY-1580288169116,LVL-006-STSSOG
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-011,CD-011-SDSOP,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-SOSSOR10290,Senior Officer Sentra Operasi Pekanbaru,LVL-005,OUID-EOSSOP10237,PAY-1580288169116,LVL-005-SOSSOR
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-011,CD-011-SDSOP,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-SUSSOR10291,Supervisor Sentra Operasi Pekanbaru,LVL-006,OUID-EOSSOP10237,PAY-1580288169116,LVL-006-SUSSOR
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-011,CD-011-SDSOP,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-STSSOR10292,Staff Sentra Operasi Pekanbaru,LVL-006,OUID-EOSSOP10237,PAY-1580288169116,LVL-006-STSSOR
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-011,CD-011-SDSOP,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-SOSSOI10293,Senior Officer Sentra Operasi Pontianak,LVL-005,OUID-EOSSOP10237,PAY-1580288169116,LVL-005-SOSSOI
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-011,CD-011-SDSOP,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-SUSSOI10294,Supervisor Sentra Operasi Pontianak,LVL-006,OUID-EOSSOP10237,PAY-1580288169116,LVL-006-SUSSOI
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-011,CD-011-SDSOP,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-STSSOI10295,Staff Sentra Operasi Pontianak,LVL-006,OUID-EOSSOP10237,PAY-1580288169116,LVL-006-STSSOI
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0003,CD-012,CD-012-SDAKL,"GRADE-014;3283000-4925000;FAC-1603779164791,GRADE-001;3283000-4925000;FAC-1603779164791,GRADE-002;3612000-5418000;FAC-1603779164791,GRADE-003;3974000-5961000;FAC-1603779164791,GRADE-004;5167000-10334000;FAC-1603779164791,GRADE-005;6718000-13346000;FAC-1603779164791,GRADE-006;8734000-17466000;FAC-1603779164791,GRADE-007;11355000-22710000;FAC-1603779164791,GRADE-008;14762000-29524000;FAC-1603779164791,GRADE-009;19191000-38382000;FAC-1603779164791,GRADE-010;25908000-51816000;FAC-1603779164791,GRADE-011;34976000-69525000;FAC-1603779164791,GRADE-012;47218000-94436000;FAC-1603779164791,GRADE-013;47218000-94436000;FAC-1603779164791",TRUE,OUID-DDAKNL10296,Deputi Direktur Admin Kredit & Legal,LVL-003,OUID-AADRKT10211,PAY-1580288169116,LVL-003-DDAKNL
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0002,CD-012,CD-012-SDASP,"GRADE-014;3283000-4925000;FAC-1603778861841,GRADE-001;3283000-4925000;FAC-1603778861841,GRADE-002;3612000-5418000;FAC-1603778861841,GRADE-003;3974000-5961000;FAC-1603778861841,GRADE-004;5167000-10334000;FAC-1603778861841,GRADE-005;6718000-13346000;FAC-1603778861841,GRADE-006;8734000-17466000;FAC-1603778861841,GRADE-007;11355000-22710000;FAC-1603778861841,GRADE-008;14762000-29524000;FAC-1603778861841,GRADE-009;19191000-38382000;FAC-1603778861841,GRADE-010;25908000-51816000;FAC-1603778861841,GRADE-011;34976000-69525000;FAC-1603778861841,GRADE-012;47218000-94436000;FAC-1603778861841,GRADE-013;47218000-94436000;FAC-1603778861841",TRUE,OUID-EOANSP10297,Executive Officer Admin & Sentra Pinjaman,LVL-004,OUID-DDAKNL10296,PAY-1580288169116,LVL-004-EOANSP
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-012,CD-012-SDASP,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-SOSNPN10298,Senior Officer Sentra Pinjaman 1,LVL-005,OUID-EOANSP10297,PAY-1580288169116,LVL-005-SOSNPN
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-012,CD-012-SDASP,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-STSNPN10299,Staff Sentra Pinjaman 1,LVL-006,OUID-EOANSP10297,PAY-1580288169116,LVL-006-STSNPN
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-012,CD-012-SDASP,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-SOSNPD10300,Senior Officer Sentra Pinjaman 2,LVL-005,OUID-EOANSP10297,PAY-1580288169116,LVL-005-SOSNPD
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-012,CD-012-SDASP,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-STSNPD10301,Staff Sentra Pinjaman 2,LVL-006,OUID-EOANSP10297,PAY-1580288169116,LVL-006-STSNPD
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-012,CD-012-SDASP,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-SOAKSS10302,Senior Officer Admin Kredit 1,LVL-005,OUID-EOANSP10297,PAY-1580288169116,LVL-005-SOAKSS
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-012,CD-012-SDASP,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-STAKSS10303,Staff Admin Kredit 1,LVL-006,OUID-EOANSP10297,PAY-1580288169116,LVL-006-STAKSS
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-012,CD-012-SDASP,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-SOADKD10304,Senior Officer Admin Kredit 2,LVL-005,OUID-EOANSP10297,PAY-1580288169116,LVL-005-SOADKD
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-012,CD-012-SDASP,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-STADKD10305,Staff Admin Kredit 2,LVL-006,OUID-EOANSP10297,PAY-1580288169116,LVL-006-STADKD
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-012,CD-012-SDASP,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-SOADKT10306,Senior Officer Admin Kredit 3,LVL-005,OUID-EOANSP10297,PAY-1580288169116,LVL-005-SOADKT
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-012,CD-012-SDASP,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-STADKT10307,Staff Admin Kredit 3,LVL-006,OUID-EOANSP10297,PAY-1580288169116,LVL-006-STADKT
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0002,CD-012,CD-012-SDLAD,"GRADE-014;3283000-4925000;FAC-1603778861841,GRADE-001;3283000-4925000;FAC-1603778861841,GRADE-002;3612000-5418000;FAC-1603778861841,GRADE-003;3974000-5961000;FAC-1603778861841,GRADE-004;5167000-10334000;FAC-1603778861841,GRADE-005;6718000-13346000;FAC-1603778861841,GRADE-006;8734000-17466000;FAC-1603778861841,GRADE-007;11355000-22710000;FAC-1603778861841,GRADE-008;14762000-29524000;FAC-1603778861841,GRADE-009;19191000-38382000;FAC-1603778861841,GRADE-010;25908000-51816000;FAC-1603778861841,GRADE-011;34976000-69525000;FAC-1603778861841,GRADE-012;47218000-94436000;FAC-1603778861841,GRADE-013;47218000-94436000;FAC-1603778861841",TRUE,OUID-EOLNAD10308,Executive Officer Legal & Admin Dokumen,LVL-004,OUID-DDAKNL10296,PAY-1580288169116,LVL-004-EOLNAD
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-012,CD-012-SDLAD,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-SOCOLL10309,Senior Officer Corporate Legal,LVL-005,OUID-EOLNAD10308,PAY-1580288169116,LVL-005-SOCOLL
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-012,CD-012-SDLAD,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-STLGAL10310,Staff Corporate Legal,LVL-006,OUID-EOLNAD10308,PAY-1580288169116,LVL-006-STLGAL
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-012,CD-012-SDLAD,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-SOLKNO10311,Senior Officer Legal Kredit & Operasional,LVL-005,OUID-EOLNAD10308,PAY-1580288169116,LVL-005-SOLKNO
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-012,CD-012-SDLAD,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-STLKNO10312,Staff Legal Kredit & Operasional,LVL-006,OUID-EOLNAD10308,PAY-1580288169116,LVL-006-STLKNO
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-012,CD-012-SDLAD,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-SOADSA10313,Senior Officer Legal & Admin Dokumen Wil. Sulawesi & Ambon,LVL-005,OUID-EOLNAD10308,PAY-1580288169116,LVL-005-SOADSA
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-012,CD-012-SDLAD,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-STADSA10314,Staff Legal & Admin Dokumen Wil. Sulawesi & Ambon,LVL-006,OUID-EOLNAD10308,PAY-1580288169116,LVL-006-STADSA
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-012,CD-012-SDLAD,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-SOADJK10315,"Senior Officer Legal & Admin Dokumen Wil. Ja-Tim, Bali & Kalimantan",LVL-005,OUID-EOLNAD10308,PAY-1580288169116,LVL-005-SOADJK
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,F0001,CD-012,CD-012-SDLAD,"GRADE-014;3283000-4925000;FAC-1603782562305,GRADE-001;3283000-4925000;FAC-1603782562305,GRADE-002;3612000-5418000;FAC-1603782562305,GRADE-003;3974000-5961000;FAC-1603782562305,GRADE-004;5167000-10334000;FAC-1603782562305,GRADE-005;6718000-13346000;FAC-1603782562305,GRADE-006;8734000-17466000;FAC-1603782562305,GRADE-007;11355000-22710000;FAC-1603782562305,GRADE-008;14762000-29524000;FAC-1603782562305,GRADE-009;19191000-38382000;FAC-1603782562305,GRADE-010;25908000-51816000;FAC-1603782562305,GRADE-011;34976000-69525000;FAC-1603782562305,GRADE-012;47218000-94436000;FAC-1603782562305,GRADE-013;47218000-94436000;FAC-1603782562305",TRUE,OUID-STADJK10316,"Staff Legal & Admin Dokumen Wil. Ja-Tim, Bali & Kalimantan",LVL-006,OUID-EOLNAD10308,PAY-1580288169116,LVL-006-STADJK
